"GISJOIN","GISJOIN_T","COUNTY_CODE","STATEA","COUNTYA","TRACTA","BLOCKA","ET2001","ET2002","ET2003","ET2004","ET2005","ET2006","ET2007","ET2008","ET2009","ET2010"
"G1100010000801506","G1100010000801",11001,11,1,801,"506",13,0,0,0,0,1,0,0,0,0
"G1100010000801507","G1100010000801",11001,11,1,801,"507",23,0,0,0,0,0,0,0,0,0
"G1100010000801508","G1100010000801",11001,11,1,801,"508",70,1,0,0,0,6,0,0,0,2
"G1100010000801520","G1100010000801",11001,11,1,801,"520",98,1,1,6,0,8,0,0,0,5
"G1100010000801521","G1100010000801",11001,11,1,801,"521",200,5,0,9,0,13,1,0,0,2
"G1100010000801601","G1100010000801",11001,11,1,801,"601",42,0,0,2,0,2,0,0,0,0
"G1100010000801602","G1100010000801",11001,11,1,801,"602",31,0,0,2,0,0,0,0,0,0
"G1100010000801603","G1100010000801",11001,11,1,801,"603",28,3,0,1,0,0,1,0,0,0
"G1100010000801604","G1100010000801",11001,11,1,801,"604",41,0,0,0,0,0,0,0,0,1
"G1100010000801605","G1100010000801",11001,11,1,801,"605",39,0,0,1,0,1,0,0,0,0
"G1100010000801606","G1100010000801",11001,11,1,801,"606",51,0,0,1,0,4,0,1,0,0
"G1100010000801607","G1100010000801",11001,11,1,801,"607",52,0,0,1,0,4,0,0,0,0
"G1100010000801608","G1100010000801",11001,11,1,801,"608",50,0,0,0,0,2,0,0,0,1
"G1100010000801609","G1100010000801",11001,11,1,801,"609",56,3,0,1,0,0,0,0,0,0
"G1100010000801611","G1100010000801",11001,11,1,801,"611",23,0,0,1,0,4,0,0,0,1
"G1100010000801612","G1100010000801",11001,11,1,801,"612",69,1,0,2,0,0,0,0,0,0
"G1100010000801613","G1100010000801",11001,11,1,801,"613",1,0,0,0,0,0,0,0,0,0
"G1100010000801614","G1100010000801",11001,11,1,801,"614",63,0,0,1,0,0,0,0,0,1
"G1100010000801615","G1100010000801",11001,11,1,801,"615",67,0,0,1,0,1,0,0,0,0
"G1100010000801616","G1100010000801",11001,11,1,801,"616",30,1,0,2,0,0,0,0,0,0
"G1100010000801617","G1100010000801",11001,11,1,801,"617",62,6,0,0,0,2,0,0,0,0
"G1100010000802201","G1100010000802",11001,11,1,802,"201",25,0,0,3,0,8,0,0,1,0
"G1100010000802202","G1100010000802",11001,11,1,802,"202",169,5,0,6,0,7,0,0,0,0
"G1100010000802204","G1100010000802",11001,11,1,802,"204",20,0,0,1,0,0,0,0,0,0
"G1100010000802205","G1100010000802",11001,11,1,802,"205",33,0,0,1,0,1,0,0,0,1
"G1100010000802206","G1100010000802",11001,11,1,802,"206",24,1,0,2,0,0,0,0,0,0
"G1100010000802207","G1100010000802",11001,11,1,802,"207",112,3,0,2,0,5,0,0,0,0
"G1100010000802209","G1100010000802",11001,11,1,802,"209",83,0,0,3,0,4,0,0,0,0
"G1100010000802210","G1100010000802",11001,11,1,802,"210",93,1,0,10,0,6,0,0,0,2
"G1100010000802211","G1100010000802",11001,11,1,802,"211",39,0,0,1,0,1,0,0,0,0
"G1100010000802214","G1100010000802",11001,11,1,802,"214",124,5,1,3,0,6,0,0,0,0
"G1100010000802215","G1100010000802",11001,11,1,802,"215",74,0,0,1,0,5,0,1,0,0
"G1100010000802220","G1100010000802",11001,11,1,802,"220",152,0,0,2,0,6,0,0,0,0
"G1100010000802301","G1100010000802",11001,11,1,802,"301",44,0,0,0,0,5,0,0,0,0
"G1100010000802302","G1100010000802",11001,11,1,802,"302",74,1,0,1,0,2,0,0,0,1
"G1100010000802303","G1100010000802",11001,11,1,802,"303",29,0,0,0,0,0,0,0,0,1
"G1100010000802304","G1100010000802",11001,11,1,802,"304",43,0,0,10,0,3,0,0,0,1
"G1100010000802305","G1100010000802",11001,11,1,802,"305",38,4,0,7,0,0,0,0,0,0
"G1100010000802306","G1100010000802",11001,11,1,802,"306",35,0,0,2,0,3,0,0,0,0
"G1100010000802307","G1100010000802",11001,11,1,802,"307",97,0,0,2,0,2,0,0,0,0
"G1100010000802308","G1100010000802",11001,11,1,802,"308",213,38,4,10,1,11,0,0,0,0
"G1100010000802310","G1100010000802",11001,11,1,802,"310",64,1,0,2,0,4,0,0,0,0
"G1100010000802311","G1100010000802",11001,11,1,802,"311",17,0,0,0,0,0,0,0,0,0
"G1100010000802312","G1100010000802",11001,11,1,802,"312",119,12,1,5,0,13,0,0,0,0
"G1100010000802320","G1100010000802",11001,11,1,802,"320",389,19,0,16,0,33,2,0,1,12
"G1100010000802321","G1100010000802",11001,11,1,802,"321",198,12,1,20,0,13,0,0,0,2
"G1100010000901102","G1100010000901",11001,11,1,901,"102",17,0,0,8,0,0,0,0,0,0
"G1100010000901103","G1100010000901",11001,11,1,901,"103",79,0,0,12,0,3,1,0,1,0
"G1100010000901104","G1100010000901",11001,11,1,901,"104",30,1,0,1,0,0,0,0,0,0
"G1100010000901105","G1100010000901",11001,11,1,901,"105",44,0,0,5,1,2,0,1,0,4
"G1100010000901106","G1100010000901",11001,11,1,901,"106",37,5,0,3,0,4,0,0,0,0
"G1100010000901107","G1100010000901",11001,11,1,901,"107",36,0,0,0,0,0,0,0,0,0
"G1100010000901109","G1100010000901",11001,11,1,901,"109",58,0,0,2,0,15,0,0,0,0
"G1100010000901110","G1100010000901",11001,11,1,901,"110",48,0,0,0,0,0,0,0,0,0
"G1100010000901111","G1100010000901",11001,11,1,901,"111",44,0,0,2,0,3,0,0,0,0
"G1100010000901112","G1100010000901",11001,11,1,901,"112",32,1,0,5,0,1,0,0,0,0
"G1100010000901114","G1100010000901",11001,11,1,901,"114",28,1,0,0,0,0,0,0,0,1
"G1100010000901115","G1100010000901",11001,11,1,901,"115",41,0,0,0,0,2,0,0,0,0
"G1100010000901116","G1100010000901",11001,11,1,901,"116",40,0,0,2,0,15,0,0,0,0
"G1100010000901201","G1100010000901",11001,11,1,901,"201",50,0,0,0,0,1,0,0,0,0
"G1100010000901202","G1100010000901",11001,11,1,901,"202",62,0,0,6,0,2,0,0,0,0
"G1100010000901203","G1100010000901",11001,11,1,901,"203",2735,196,6,166,13,135,9,0,10,36
"G1100010000901206","G1100010000901",11001,11,1,901,"206",59,2,0,9,0,1,0,0,0,0
"G1100010000901207","G1100010000901",11001,11,1,901,"207",20,0,0,5,0,1,0,0,0,0
"G1100010000901208","G1100010000901",11001,11,1,901,"208",47,0,0,3,0,1,0,0,0,0
"G1100010000901209","G1100010000901",11001,11,1,901,"209",76,17,0,1,0,23,0,0,1,1
"G1100010000901601","G1100010000901",11001,11,1,901,"601",280,11,0,31,0,16,4,0,0,1
"G1100010000901602","G1100010000901",11001,11,1,901,"602",16,11,0,1,0,0,0,0,0,0
"G1100010000901603","G1100010000901",11001,11,1,901,"603",54,0,0,5,0,3,0,0,0,0
"G1100010000901604","G1100010000901",11001,11,1,901,"604",85,0,0,3,0,0,1,0,0,0
"G1100010000901605","G1100010000901",11001,11,1,901,"605",62,0,0,2,0,1,0,0,0,0
"G1100010000901606","G1100010000901",11001,11,1,901,"606",138,0,0,5,0,7,1,0,0,0
"G1100010000901607","G1100010000901",11001,11,1,901,"607",28,5,0,1,0,4,0,0,0,1
"G1100010000901608","G1100010000901",11001,11,1,901,"608",35,12,0,1,0,2,0,0,0,0
"G1100010000901609","G1100010000901",11001,11,1,901,"609",33,11,0,0,0,0,0,0,0,0
"G1100010000901610","G1100010000901",11001,11,1,901,"610",58,0,0,3,0,2,0,0,0,0
"G1100010000901612","G1100010000901",11001,11,1,901,"612",67,0,0,11,0,7,0,0,0,0
"G1100010000901613","G1100010000901",11001,11,1,901,"613",108,2,0,2,0,9,0,0,0,0
"G1100010000901614","G1100010000901",11001,11,1,901,"614",103,0,0,4,0,3,0,0,0,1
"G1100010000901615","G1100010000901",11001,11,1,901,"615",23,0,0,1,0,0,0,0,0,0
"G1100010000901616","G1100010000901",11001,11,1,901,"616",44,0,0,0,0,1,0,0,2,0
"G1100010000901617","G1100010000901",11001,11,1,901,"617",61,0,0,6,0,10,0,0,0,0
"G1100010000901702","G1100010000901",11001,11,1,901,"702",320,2,0,20,0,17,0,0,0,0
"G1100010000901704","G1100010000901",11001,11,1,901,"704",3,1,0,0,0,0,0,0,0,0
"G1100010000901705","G1100010000901",11001,11,1,901,"705",23,0,0,0,0,4,0,0,0,0
"G1100010000901706","G1100010000901",11001,11,1,901,"706",63,0,0,0,0,0,0,0,0,0
"G1100010000901707","G1100010000901",11001,11,1,901,"707",112,2,0,0,0,16,0,0,0,0
"G1100010000901708","G1100010000901",11001,11,1,901,"708",48,1,0,0,2,1,0,0,0,0
"G1100010000901709","G1100010000901",11001,11,1,901,"709",75,0,0,3,0,3,0,0,0,0
"G1100010000901710","G1100010000901",11001,11,1,901,"710",103,1,0,6,0,0,0,0,0,1
"G1100010000901711","G1100010000901",11001,11,1,901,"711",75,0,1,1,0,1,0,0,0,0
"G1100010000901712","G1100010000901",11001,11,1,901,"712",33,0,0,0,0,1,0,0,0,0
"G1100010000901713","G1100010000901",11001,11,1,901,"713",39,0,0,0,0,2,0,0,0,0
"G1100010000901714","G1100010000901",11001,11,1,901,"714",35,0,0,4,0,5,0,0,0,0
"G1100010000901715","G1100010000901",11001,11,1,901,"715",29,0,0,1,0,0,0,0,0,3
"G1100010000901716","G1100010000901",11001,11,1,901,"716",43,3,0,0,0,12,0,0,0,0
"G1100010000902301","G1100010000902",11001,11,1,902,"301",309,15,0,15,0,4,3,0,0,3
"G1100010000902302","G1100010000902",11001,11,1,902,"302",107,2,0,5,0,4,0,0,0,2
"G1100010000902303","G1100010000902",11001,11,1,902,"303",74,0,0,1,0,1,0,0,0,0
"G1100010000902304","G1100010000902",11001,11,1,902,"304",87,1,0,2,0,1,0,0,0,0
"G1100010000902305","G1100010000902",11001,11,1,902,"305",32,4,0,0,0,4,0,0,0,0
"G1100010000902306","G1100010000902",11001,11,1,902,"306",21,0,0,5,0,1,0,0,0,0
"G1100010000902307","G1100010000902",11001,11,1,902,"307",15,4,0,0,0,0,0,0,0,0
"G1100010000902401","G1100010000902",11001,11,1,902,"401",35,0,0,0,0,17,0,0,0,0
"G1100010000902402","G1100010000902",11001,11,1,902,"402",21,3,0,0,0,0,0,0,0,0
"G1100010000902404","G1100010000902",11001,11,1,902,"404",11,10,0,0,0,1,0,0,0,0
"G1100010000902405","G1100010000902",11001,11,1,902,"405",26,0,0,0,0,1,0,0,0,0
"G1100010000902406","G1100010000902",11001,11,1,902,"406",139,12,0,8,0,1,0,0,0,0
"G1100010000902411","G1100010000902",11001,11,1,902,"411",96,3,0,9,0,3,0,0,0,2
"G1100010000902412","G1100010000902",11001,11,1,902,"412",45,0,0,2,0,0,0,0,1,1
"G1100010000902501","G1100010000902",11001,11,1,902,"501",33,1,0,2,0,0,0,0,0,0
"G1100010000902503","G1100010000902",11001,11,1,902,"503",27,6,0,0,0,1,0,0,0,0
"G1100010000902504","G1100010000902",11001,11,1,902,"504",51,1,0,1,0,0,0,0,0,0
"G1100010000902505","G1100010000902",11001,11,1,902,"505",57,0,0,1,0,0,0,0,0,0
"G1100010000902506","G1100010000902",11001,11,1,902,"506",42,0,0,0,0,0,1,0,0,0
"G1100010000902507","G1100010000902",11001,11,1,902,"507",47,4,0,2,0,6,0,0,0,0
"G1100010000902508","G1100010000902",11001,11,1,902,"508",28,0,0,0,0,1,0,0,0,0
"G1100010000902509","G1100010000902",11001,11,1,902,"509",32,3,0,2,0,4,0,0,0,0
"G1100010000902511","G1100010000902",11001,11,1,902,"511",53,0,0,0,0,1,0,0,0,0
"G1100010000902512","G1100010000902",11001,11,1,902,"512",41,10,0,0,0,0,0,0,0,0
"G1100010000902516","G1100010000902",11001,11,1,902,"516",40,1,0,0,0,1,0,0,0,0
"G1100010000902517","G1100010000902",11001,11,1,902,"517",79,0,0,1,0,1,0,0,0,0
"G1100010000902518","G1100010000902",11001,11,1,902,"518",43,3,0,0,0,0,0,0,0,0
"G1100010000902519","G1100010000902",11001,11,1,902,"519",50,1,0,4,0,0,0,0,0,0
"G1100010000902520","G1100010000902",11001,11,1,902,"520",24,1,0,2,0,1,0,0,0,0
"G1100010000902521","G1100010000902",11001,11,1,902,"521",67,6,0,2,0,1,0,0,0,0
"G1100010001001104","G1100010001001",11001,11,1,1001,"104",46,6,0,2,0,2,0,0,0,1
"G1100010001001105","G1100010001001",11001,11,1,1001,"105",50,7,0,6,0,3,0,0,1,7
"G1100010001001107","G1100010001001",11001,11,1,1001,"107",38,0,0,7,0,4,0,0,0,1
"G1100010001001109","G1100010001001",11001,11,1,1001,"109",71,0,0,1,0,9,0,0,0,1
"G1100010001001110","G1100010001001",11001,11,1,1001,"110",24,5,0,2,0,6,0,0,0,0
"G1100010001001111","G1100010001001",11001,11,1,1001,"111",66,1,0,2,0,3,0,0,0,0
"G1100010001001112","G1100010001001",11001,11,1,1001,"112",59,4,0,8,0,0,0,0,0,0
"G1100010001001113","G1100010001001",11001,11,1,1001,"113",89,5,0,2,1,20,1,0,0,3
"G1100010001001114","G1100010001001",11001,11,1,1001,"114",10,0,0,0,0,3,0,0,0,0
"G1100010001001115","G1100010001001",11001,11,1,1001,"115",84,5,0,5,0,4,2,0,0,0
"G1100010001001201","G1100010001001",11001,11,1,1001,"201",42,1,0,1,0,0,0,0,0,6
"G1100010001001202","G1100010001001",11001,11,1,1001,"202",44,4,0,2,0,1,0,0,0,0
"G1100010001001203","G1100010001001",11001,11,1,1001,"203",54,2,0,1,0,2,1,0,0,0
"G1100010001001204","G1100010001001",11001,11,1,1001,"204",59,0,0,2,0,1,0,0,0,0
"G1100010001001205","G1100010001001",11001,11,1,1001,"205",10,0,0,1,0,2,0,0,0,0
"G1100010001001206","G1100010001001",11001,11,1,1001,"206",68,1,0,3,0,6,3,0,0,0
"G1100010001001208","G1100010001001",11001,11,1,1001,"208",47,0,0,6,0,7,0,0,0,1
"G1100010001001209","G1100010001001",11001,11,1,1001,"209",8,0,0,2,0,0,0,0,0,0
"G1100010001001210","G1100010001001",11001,11,1,1001,"210",73,0,0,0,0,3,0,0,0,0
"G1100010001001211","G1100010001001",11001,11,1,1001,"211",74,1,0,5,0,1,0,0,0,0
"G1100010001001212","G1100010001001",11001,11,1,1001,"212",44,0,0,8,0,1,0,0,0,0
"G1100010001001301","G1100010001001",11001,11,1,1001,"301",40,0,0,4,0,7,0,0,0,0
"G1100010001001302","G1100010001001",11001,11,1,1001,"302",19,0,0,0,0,0,0,0,0,0
"G1100010001001303","G1100010001001",11001,11,1,1001,"303",72,5,0,6,0,12,0,0,0,0
"G1100010001001304","G1100010001001",11001,11,1,1001,"304",69,1,0,4,0,0,0,0,0,0
"G1100010001001305","G1100010001001",11001,11,1,1001,"305",59,0,0,0,0,5,0,0,0,0
"G1100010001001306","G1100010001001",11001,11,1,1001,"306",54,2,0,4,0,1,0,0,0,0
"G1100010001001307","G1100010001001",11001,11,1,1001,"307",46,4,0,0,0,1,0,0,0,0
"G1100010001001308","G1100010001001",11001,11,1,1001,"308",61,0,0,4,0,0,0,0,0,0
"G1100010001001309","G1100010001001",11001,11,1,1001,"309",60,1,1,5,0,7,0,0,0,0
"G1100010001001310","G1100010001001",11001,11,1,1001,"310",19,0,0,4,0,0,0,0,0,0
"G1100010001001311","G1100010001001",11001,11,1,1001,"311",47,1,0,0,0,0,1,0,0,0
"G1100010001001312","G1100010001001",11001,11,1,1001,"312",47,0,0,1,0,3,0,0,0,0
"G1100010001001313","G1100010001001",11001,11,1,1001,"313",10,0,0,0,0,1,0,0,0,0
"G1100010001001314","G1100010001001",11001,11,1,1001,"314",16,0,0,0,0,2,0,0,0,0
"G1100010001001315","G1100010001001",11001,11,1,1001,"315",186,20,0,0,0,3,0,0,0,1
"G1100010001001401","G1100010001001",11001,11,1,1001,"401",15,0,0,0,0,6,0,0,0,0
"G1100010001001402","G1100010001001",11001,11,1,1001,"402",47,1,0,0,0,0,0,0,0,0
"G1100010001001403","G1100010001001",11001,11,1,1001,"403",17,1,0,0,0,0,0,0,0,0
"G1100010001001404","G1100010001001",11001,11,1,1001,"404",55,0,0,0,1,0,0,0,0,0
"G1100010001001405","G1100010001001",11001,11,1,1001,"405",52,3,0,2,0,1,1,0,0,0
"G1100010001001406","G1100010001001",11001,11,1,1001,"406",52,0,0,1,0,3,0,0,0,0
"G1100010001001407","G1100010001001",11001,11,1,1001,"407",60,0,0,0,0,18,0,0,0,0
"G1100010001001408","G1100010001001",11001,11,1,1001,"408",42,4,0,6,0,0,0,0,0,0
"G1100010001001409","G1100010001001",11001,11,1,1001,"409",55,0,0,1,0,2,0,0,0,0
"G1100010001001410","G1100010001001",11001,11,1,1001,"410",66,1,0,2,0,4,0,0,0,4
"G1100010001001411","G1100010001001",11001,11,1,1001,"411",9,0,0,2,0,0,0,0,0,0
"G1100010001001412","G1100010001001",11001,11,1,1001,"412",3,0,0,0,0,0,0,0,0,0
"G1100010001001413","G1100010001001",11001,11,1,1001,"413",56,0,0,0,0,2,0,0,0,0
"G1100010001001414","G1100010001001",11001,11,1,1001,"414",59,1,0,0,0,5,0,1,0,0
"G1100010001001415","G1100010001001",11001,11,1,1001,"415",44,1,0,3,0,2,0,0,0,0
"G1100010001001416","G1100010001001",11001,11,1,1001,"416",41,0,0,3,1,3,0,0,0,0
"G1100010001001417","G1100010001001",11001,11,1,1001,"417",5,0,0,0,0,0,0,0,0,0
"G1100010001001418","G1100010001001",11001,11,1,1001,"418",215,96,0,34,1,21,2,0,4,1
"G1100010001001419","G1100010001001",11001,11,1,1001,"419",28,1,0,0,0,12,0,0,0,0
"G1100010001001502","G1100010001001",11001,11,1,1001,"502",63,6,0,4,0,2,0,0,0,0
"G1100010001001503","G1100010001001",11001,11,1,1001,"503",44,2,0,9,0,1,0,0,0,0
"G1100010001001504","G1100010001001",11001,11,1,1001,"504",63,15,0,14,0,2,0,0,0,0
"G1100010001001506","G1100010001001",11001,11,1,1001,"506",30,0,0,0,0,1,0,0,0,0
"G1100010001001507","G1100010001001",11001,11,1,1001,"507",23,0,0,0,0,0,0,0,0,0
"G1100010001001601","G1100010001001",11001,11,1,1001,"601",50,1,0,0,0,1,0,0,0,0
"G1100010001001602","G1100010001001",11001,11,1,1001,"602",41,0,0,0,0,3,0,0,0,0
"G1100010001001603","G1100010001001",11001,11,1,1001,"603",42,0,0,0,0,4,0,0,0,0
"G1100010001001604","G1100010001001",11001,11,1,1001,"604",41,0,0,0,0,0,0,0,0,0
"G1100010001001605","G1100010001001",11001,11,1,1001,"605",59,0,0,2,0,7,0,0,0,0
"G1100010001001606","G1100010001001",11001,11,1,1001,"606",54,0,0,1,0,1,0,0,0,0
"G1100010001001607","G1100010001001",11001,11,1,1001,"607",56,0,0,0,0,1,0,0,0,0
"G1100010001001608","G1100010001001",11001,11,1,1001,"608",44,0,0,1,0,0,0,0,0,0
"G1100010001001609","G1100010001001",11001,11,1,1001,"609",57,0,0,4,0,7,0,0,0,0
"G1100010001001610","G1100010001001",11001,11,1,1001,"610",27,0,0,0,0,2,0,0,0,0
"G1100010001001611","G1100010001001",11001,11,1,1001,"611",32,0,0,4,0,0,0,0,0,0
"G1100010001001612","G1100010001001",11001,11,1,1001,"612",60,0,0,0,0,0,0,0,0,0
"G1100010001001615","G1100010001001",11001,11,1,1001,"615",57,0,0,6,0,5,0,0,0,0
"G1100010001001616","G1100010001001",11001,11,1,1001,"616",49,3,0,1,0,10,0,0,0,0
"G1100010001001617","G1100010001001",11001,11,1,1001,"617",35,1,0,0,0,2,0,0,0,0
"G1100010001001618","G1100010001001",11001,11,1,1001,"618",34,0,0,2,0,1,0,0,0,0
"G1100010001001619","G1100010001001",11001,11,1,1001,"619",34,0,0,0,0,0,0,0,0,0
"G1100010001001620","G1100010001001",11001,11,1,1001,"620",40,2,0,0,0,0,0,0,0,0
"G1100010001001621","G1100010001001",11001,11,1,1001,"621",42,4,0,1,0,8,0,0,0,0
"G1100010001001622","G1100010001001",11001,11,1,1001,"622",51,1,0,0,0,0,0,0,0,0
"G1100010001001701","G1100010001001",11001,11,1,1001,"701",46,2,0,0,0,0,0,0,0,0
"G1100010001001702","G1100010001001",11001,11,1,1001,"702",40,0,0,0,0,0,0,0,0,0
"G1100010001001703","G1100010001001",11001,11,1,1001,"703",45,0,0,0,0,0,0,0,0,0
"G1100010001001704","G1100010001001",11001,11,1,1001,"704",44,0,0,4,0,3,0,0,0,0
"G1100010001001705","G1100010001001",11001,11,1,1001,"705",72,1,0,1,0,3,0,0,0,0
"G1100010001001706","G1100010001001",11001,11,1,1001,"706",81,1,0,0,0,7,0,0,0,0
"G1100010001001707","G1100010001001",11001,11,1,1001,"707",46,1,0,3,0,1,0,0,0,0
"G1100010001001708","G1100010001001",11001,11,1,1001,"708",54,3,0,2,0,3,0,0,0,2
"G1100010001001709","G1100010001001",11001,11,1,1001,"709",36,0,0,7,0,2,0,1,0,3
"G1100010001001711","G1100010001001",11001,11,1,1001,"711",45,0,0,4,0,0,0,0,0,0
"G1100010001001712","G1100010001001",11001,11,1,1001,"712",55,9,0,1,0,2,0,0,0,0
"G1100010001001713","G1100010001001",11001,11,1,1001,"713",46,1,1,5,0,2,0,0,0,0
"G1100010001001714","G1100010001001",11001,11,1,1001,"714",39,2,0,0,0,2,0,0,0,0
"G1100010001001715","G1100010001001",11001,11,1,1001,"715",65,0,0,0,0,2,0,1,0,0
"G1100010001001716","G1100010001001",11001,11,1,1001,"716",54,10,0,3,0,0,0,0,1,0
"G1100010001001718","G1100010001001",11001,11,1,1001,"718",39,0,0,2,0,0,0,0,0,0
"G1100010001001719","G1100010001001",11001,11,1,1001,"719",62,0,0,2,0,4,1,0,0,0
"G1100010001001801","G1100010001001",11001,11,1,1001,"801",21,0,0,0,0,0,0,0,0,2
"G1100010001001802","G1100010001001",11001,11,1,1001,"802",55,0,0,0,0,1,0,0,0,0
"G1100010001001803","G1100010001001",11001,11,1,1001,"803",62,1,0,1,0,1,0,0,0,0
"G1100010001001804","G1100010001001",11001,11,1,1001,"804",43,1,0,0,0,0,0,0,0,0
"G1100010001001805","G1100010001001",11001,11,1,1001,"805",50,2,0,0,0,0,0,0,0,0
"G1100010001001806","G1100010001001",11001,11,1,1001,"806",44,1,0,1,0,3,0,0,0,0
"G1100010001001807","G1100010001001",11001,11,1,1001,"807",46,1,0,1,2,4,0,0,0,0
"G1100010001001808","G1100010001001",11001,11,1,1001,"808",44,0,0,2,0,0,0,0,0,0
"G1100010001001809","G1100010001001",11001,11,1,1001,"809",71,0,0,1,0,1,0,0,0,0
"G1100010001001811","G1100010001001",11001,11,1,1001,"811",46,2,0,0,0,0,0,0,0,0
"G1100010001001812","G1100010001001",11001,11,1,1001,"812",43,0,0,1,0,1,0,0,0,0
"G1100010001001816","G1100010001001",11001,11,1,1001,"816",53,0,0,0,0,0,0,0,0,0
"G1100010001001817","G1100010001001",11001,11,1,1001,"817",64,0,0,3,0,3,0,0,0,0
"G1100010001001819","G1100010001001",11001,11,1,1001,"819",25,0,0,1,0,0,0,0,0,0
"G1100010001001821","G1100010001001",11001,11,1,1001,"821",2,0,0,0,0,0,0,0,0,0
"G1100010001002101","G1100010001002",11001,11,1,1002,"101",23,0,0,0,0,0,0,0,0,0
"G1100010001002103","G1100010001002",11001,11,1,1002,"103",64,37,1,0,1,1,1,0,0,0
"G1100010001002105","G1100010001002",11001,11,1,1002,"105",1474,103,2,143,4,121,6,2,1,18
"G1100010001002106","G1100010001002",11001,11,1,1002,"106",32,0,0,5,0,0,0,0,0,0
"G1100010001002201","G1100010001002",11001,11,1,1002,"201",198,7,0,6,0,16,0,0,0,1
"G1100010001002203","G1100010001002",11001,11,1,1002,"203",304,41,1,19,0,35,2,0,0,5
"G1100010001002204","G1100010001002",11001,11,1,1002,"204",287,19,2,23,0,18,0,0,3,3
"G1100010001002205","G1100010001002",11001,11,1,1002,"205",183,48,0,41,2,43,0,0,0,10
"G1100010001002207","G1100010001002",11001,11,1,1002,"207",95,8,0,12,2,12,0,2,0,3
"G1100010001002208","G1100010001002",11001,11,1,1002,"208",41,0,0,1,1,0,0,0,0,1
"G11000100011101","G11000100011",11001,11,1,11,"101",9,1,0,0,0,2,0,0,0,0
"G11000100011103","G11000100011",11001,11,1,11,"103",20,0,0,1,0,0,0,0,0,0
"G11000100011106","G11000100011",11001,11,1,11,"106",4,0,0,1,0,0,0,0,0,0
"G11000100011108","G11000100011",11001,11,1,11,"108",15,0,0,1,0,0,0,0,0,0
"G11000100011109","G11000100011",11001,11,1,11,"109",51,0,0,5,0,1,0,0,0,0
"G11000100011111","G11000100011",11001,11,1,11,"111",24,0,0,2,0,3,0,0,0,0
"G11000100011112","G11000100011",11001,11,1,11,"112",106,0,0,2,0,4,0,0,0,0
"G11000100011113","G11000100011",11001,11,1,11,"113",105,4,0,1,0,1,0,0,0,0
"G11000100011114","G11000100011",11001,11,1,11,"114",46,0,0,9,4,0,0,0,0,0
"G11000100011201","G11000100011",11001,11,1,11,"201",340,10,0,4,0,1,0,0,1,2
"G11000100011202","G11000100011",11001,11,1,11,"202",104,1,0,7,0,3,0,0,1,3
"G11000100011212","G11000100011",11001,11,1,11,"212",52,0,0,0,1,5,0,0,0,0
"G11000100011213","G11000100011",11001,11,1,11,"213",117,2,0,8,0,7,0,0,0,0
"G11000100011214","G11000100011",11001,11,1,11,"214",71,1,0,3,0,3,0,0,0,1
"G11000100011216","G11000100011",11001,11,1,11,"216",15,5,0,3,0,0,0,0,0,0
"G11000100011217","G11000100011",11001,11,1,11,"217",48,0,0,0,0,0,0,0,0,0
"G11000100011218","G11000100011",11001,11,1,11,"218",51,0,0,0,0,1,0,0,0,0
"G11000100011219","G11000100011",11001,11,1,11,"219",42,3,0,0,0,4,0,0,0,0
"G11000100011220","G11000100011",11001,11,1,11,"220",342,25,1,24,0,33,1,0,0,8
"G11000100011221","G11000100011",11001,11,1,11,"221",30,4,0,4,0,0,0,0,0,0
"G11000100011222","G11000100011",11001,11,1,11,"222",24,0,0,3,0,0,0,0,0,0
"G11000100011223","G11000100011",11001,11,1,11,"223",51,2,1,3,0,5,0,0,0,0
"G11000100011301","G11000100011",11001,11,1,11,"301",58,0,0,0,0,0,0,0,0,1
"G11000100011302","G11000100011",11001,11,1,11,"302",71,4,0,0,0,0,0,0,0,0
"G11000100011304","G11000100011",11001,11,1,11,"304",28,2,0,0,0,0,0,0,0,0
"G11000100011305","G11000100011",11001,11,1,11,"305",63,0,0,3,0,1,0,0,0,0
"G11000100011306","G11000100011",11001,11,1,11,"306",58,5,0,0,0,2,0,0,0,0
"G11000100011314","G11000100011",11001,11,1,11,"314",63,0,0,1,0,0,0,0,0,0
"G11000100011315","G11000100011",11001,11,1,11,"315",165,19,1,14,0,15,3,0,0,11
"G11000100011316","G11000100011",11001,11,1,11,"316",16,4,0,0,0,0,0,0,0,1
"G11000100011401","G11000100011",11001,11,1,11,"401",57,2,0,0,0,0,0,0,0,0
"G11000100011402","G11000100011",11001,11,1,11,"402",43,0,0,1,0,3,0,0,0,0
"G11000100011403","G11000100011",11001,11,1,11,"403",24,0,0,0,0,4,0,0,0,0
"G11000100011404","G11000100011",11001,11,1,11,"404",23,0,0,8,0,0,0,0,0,0
