"GISJOIN","GISJOIN_T","WHITE","BLACK","AM","ASIAN","OTHER","HISPANIC","POP"
"G1100010007601501","G1100010007601",7,166,0,1,1,0,175
"G1100010007601502","G1100010007601",2,218,1,0,0,0,221
"G1100010007601503","G1100010007601",0,120,0,0,0,0,120
"G1100010007601504","G1100010007601",10,124,0,0,0,0,134
"G1100010007601505","G1100010007601",0,205,0,0,0,0,205
"G1100010007601506","G1100010007601",9,79,0,0,0,0,88
"G1100010007601507","G1100010007601",4,58,0,0,0,0,62
"G1100010007601509","G1100010007601",0,0,0,0,0,0,0
"G1100010007603101","G1100010007603",2,108,3,0,0,4,117
"G1100010007603102","G1100010007603",15,280,0,1,1,2,299
"G1100010007603103","G1100010007603",3,118,0,0,0,5,126
"G1100010007603104","G1100010007603",4,214,0,2,2,2,224
"G1100010007603105","G1100010007603",10,622,0,4,4,11,651
"G1100010007603106","G1100010007603",2,184,0,0,0,2,188
"G1100010007603201","G1100010007603",11,81,0,0,0,4,96
"G1100010007603202","G1100010007603",20,106,0,0,0,2,128
"G1100010007603203","G1100010007603",4,49,0,0,0,0,53
"G1100010007603204","G1100010007603",6,69,0,0,0,0,75
"G1100010007603205","G1100010007603",24,47,0,1,1,1,74
"G1100010007603206","G1100010007603",0,26,0,0,0,4,30
"G1100010007603208","G1100010007603",13,23,1,1,1,4,43
"G1100010007603209","G1100010007603",4,32,0,0,0,0,36
"G1100010007603301","G1100010007603",10,47,0,0,0,0,57
"G1100010007603302","G1100010007603",8,73,0,0,0,0,81
"G1100010007603303","G1100010007603",9,61,0,0,0,6,76
"G1100010007603306","G1100010007603",8,54,0,0,0,0,62
"G1100010007603307","G1100010007603",0,4,0,0,0,0,4
"G1100010007603401","G1100010007603",6,20,0,0,0,0,26
"G1100010007603402","G1100010007603",7,12,0,0,0,0,19
"G1100010007603403","G1100010007603",5,13,0,0,0,0,18
"G1100010007603404","G1100010007603",3,17,0,0,0,0,20
"G1100010007603405","G1100010007603",8,29,0,0,0,3,40
"G1100010007603406","G1100010007603",103,105,0,3,3,3,217
"G1100010007603407","G1100010007603",125,205,0,0,0,24,354
"G1100010007603408","G1100010007603",120,152,0,1,1,11,285
"G1100010007603409","G1100010007603",88,169,0,5,5,10,277
"G1100010007603501","G1100010007603",31,164,0,0,0,6,201
"G1100010007603502","G1100010007603",0,70,0,0,0,0,70
"G1100010007603503","G1100010007603",5,107,0,0,0,2,114
"G1100010007603504","G1100010007603",24,43,0,11,11,8,97
"G1100010007603505","G1100010007603",4,27,0,0,0,0,31
"G1100010007603506","G1100010007603",7,73,0,6,6,0,92
"G1100010007603507","G1100010007603",7,40,0,1,1,2,51
"G1100010007603508","G1100010007603",9,17,0,0,0,0,26
"G1100010007603509","G1100010007603",18,14,0,0,0,0,32
"G1100010007603510","G1100010007603",9,31,0,0,0,0,40
"G1100010007603511","G1100010007603",7,25,0,0,0,0,32
"G1100010007603512","G1100010007603",10,24,0,0,0,0,34
"G1100010007604101","G1100010007604",2,72,0,2,2,1,79
"G1100010007604102","G1100010007604",1,184,0,0,0,0,185
"G1100010007604103","G1100010007604",3,178,0,1,1,18,201
"G1100010007604104","G1100010007604",3,126,2,0,0,0,131
"G1100010007604105","G1100010007604",10,147,0,0,0,7,164
"G1100010007604106","G1100010007604",2,179,0,0,0,0,181
"G1100010007604107","G1100010007604",1,263,1,0,0,0,265
"G1100010007604201","G1100010007604",4,229,3,2,2,1,241
"G1100010007604202","G1100010007604",0,63,0,0,0,0,63
"G1100010007604203","G1100010007604",0,76,0,0,0,4,80
"G1100010007604204","G1100010007604",0,77,0,0,0,5,82
"G1100010007604205","G1100010007604",0,67,0,1,1,0,69
"G1100010007604207","G1100010007604",0,93,0,0,0,0,93
"G1100010007604208","G1100010007604",3,120,0,0,0,0,123
"G1100010007604209","G1100010007604",5,94,0,0,0,1,100
"G1100010007604210","G1100010007604",23,110,0,0,0,2,135
"G1100010007604302","G1100010007604",0,73,0,0,0,1,74
"G1100010007604303","G1100010007604",11,62,0,0,0,0,73
"G1100010007604320","G1100010007604",22,203,0,0,0,4,229
"G1100010007604402","G1100010007604",3,39,0,0,0,0,42
"G1100010007604403","G1100010007604",6,17,0,0,0,0,23
"G1100010007604405","G1100010007604",0,3,0,0,0,0,3
"G1100010007604406","G1100010007604",9,44,0,0,0,0,53
"G1100010007604407","G1100010007604",8,90,0,6,6,0,110
"G1100010007604408","G1100010007604",12,83,0,0,0,0,95
"G1100010007604501","G1100010007604",5,69,0,0,0,0,74
"G1100010007604502","G1100010007604",13,22,0,0,0,0,35
"G1100010007604503","G1100010007604",5,41,0,0,0,0,46
"G1100010007604504","G1100010007604",14,98,0,0,0,2,114
"G1100010007604505","G1100010007604",4,9,0,0,0,0,13
"G1100010007604506","G1100010007604",1,20,0,0,0,0,21
"G1100010007604507","G1100010007604",0,6,0,0,0,0,6
"G1100010007604508","G1100010007604",2,10,0,0,0,0,12
"G1100010007604601","G1100010007604",7,43,0,0,0,6,56
"G1100010007604602","G1100010007604",6,56,0,0,0,0,62
"G1100010007604603","G1100010007604",4,48,0,0,0,0,52
"G1100010007604604","G1100010007604",3,57,0,0,0,0,60
"G1100010007604605","G1100010007604",1,18,0,0,0,0,19
"G1100010007604606","G1100010007604",2,28,0,0,0,1,31
"G1100010007604607","G1100010007604",2,33,0,0,0,0,35
"G1100010007604608","G1100010007604",8,27,1,0,0,0,36
"G1100010007604609","G1100010007604",10,84,0,0,0,0,94
"G1100010007604610","G1100010007604",18,615,1,0,0,4,638
"G1100010007605701","G1100010007605",8,328,1,0,0,0,337
"G1100010007605702","G1100010007605",15,1735,1,7,7,4,1769
"G1100010007605703","G1100010007605",4,83,1,0,0,0,88
"G1100010007605704","G1100010007605",6,245,0,0,0,0,251
"G1100010007605705","G1100010007605",4,67,0,0,0,0,71
"G1100010007605706","G1100010007605",8,208,0,0,0,1,217
"G1100010007605707","G1100010007605",5,55,0,0,0,0,60
"G1100010007605708","G1100010007605",6,62,0,0,0,0,68
"G1100010007605709","G1100010007605",0,155,0,0,0,2,157
"G1100010007605710","G1100010007605",7,108,0,0,0,0,115
"G1100010007605711","G1100010007605",1,235,0,0,0,12,248
"G1100010007605712","G1100010007605",4,264,0,0,0,0,268
"G1100010007605714","G1100010007605",2,107,0,0,0,0,109
"G1100010007605716","G1100010007605",2,122,1,0,0,0,125
"G1100010007703102","G1100010007703",0,274,0,0,0,6,280
"G1100010007703103","G1100010007703",1,233,3,0,0,0,237
"G1100010007703104","G1100010007703",1,41,0,0,0,0,42
"G1100010007703105","G1100010007703",1,165,0,0,0,0,166
"G1100010007703107","G1100010007703",3,116,0,0,0,39,158
"G1100010007703108","G1100010007703",0,163,0,0,0,0,163
"G1100010007703201","G1100010007703",0,192,0,0,0,1,193
"G1100010007703202","G1100010007703",1,244,0,0,0,4,249
"G1100010007703203","G1100010007703",2,170,0,0,0,0,172
"G1100010007703204","G1100010007703",0,99,0,0,0,1,100
"G1100010007703206","G1100010007703",3,411,1,0,0,9,424
"G1100010007703301","G1100010007703",1,293,0,0,0,3,297
"G1100010007703302","G1100010007703",1,127,0,0,0,1,129
"G1100010007703303","G1100010007703",8,1181,2,0,0,15,1206
"G1100010007703304","G1100010007703",15,332,3,0,0,1,351
"G1100010007703305","G1100010007703",4,852,0,4,4,2,866
"G1100010007703306","G1100010007703",0,72,0,0,0,0,72
"G1100010007703320","G1100010007703",0,560,2,0,0,1,563
"G1100010007707104","G1100010007707",1,207,0,0,0,0,208
"G1100010007707105","G1100010007707",0,158,0,0,0,0,158
"G1100010007707106","G1100010007707",2,59,0,0,0,1,62
"G1100010007707107","G1100010007707",0,6,0,0,0,0,6
"G1100010007707111","G1100010007707",4,187,0,5,5,4,205
"G1100010007707112","G1100010007707",0,416,0,0,0,0,416
"G1100010007707113","G1100010007707",0,39,0,0,0,0,39
"G1100010007707114","G1100010007707",0,18,0,0,0,0,18
"G1100010007707115","G1100010007707",2,93,0,0,0,0,95
"G1100010007707120","G1100010007707",0,1049,0,0,0,5,1054
"G1100010007707121","G1100010007707",0,117,0,0,0,0,117
"G1100010007707201","G1100010007707",0,96,0,0,0,0,96
"G1100010007707202","G1100010007707",1,12,0,0,0,0,13
"G1100010007707203","G1100010007707",0,66,0,0,0,0,66
"G1100010007707204","G1100010007707",4,103,0,0,0,1,108
"G1100010007707205","G1100010007707",3,91,0,0,0,0,94
"G1100010007707206","G1100010007707",1,68,0,0,0,0,69
"G1100010007707207","G1100010007707",2,53,0,0,0,0,55
"G1100010007707208","G1100010007707",1,70,0,0,0,0,71
"G1100010007707209","G1100010007707",0,37,0,0,0,0,37
"G1100010007707210","G1100010007707",1,45,0,0,0,0,46
"G1100010007707211","G1100010007707",0,15,0,0,0,3,18
"G1100010007707213","G1100010007707",0,39,1,0,0,0,40
"G1100010007707301","G1100010007707",2,118,0,0,0,1,121
"G1100010007707302","G1100010007707",0,32,0,0,0,0,32
"G1100010007707303","G1100010007707",0,89,0,0,0,0,89
"G1100010007707304","G1100010007707",1,79,0,0,0,0,80
"G1100010007707305","G1100010007707",2,232,0,1,1,2,238
"G1100010007707306","G1100010007707",0,111,0,0,0,0,111
"G1100010007707307","G1100010007707",0,79,0,0,0,0,79
"G1100010007707308","G1100010007707",0,24,0,0,0,0,24
"G1100010007707309","G1100010007707",5,18,0,0,0,0,23
"G1100010007707310","G1100010007707",0,85,1,0,0,0,86
"G1100010007707311","G1100010007707",6,100,0,0,0,1,107
"G1100010007707312","G1100010007707",0,73,0,0,0,0,73
"G1100010007707313","G1100010007707",0,43,0,0,0,0,43
"G1100010007708101","G1100010007708",2,132,1,0,0,0,135
"G1100010007708102","G1100010007708",0,16,0,0,0,0,16
"G1100010007708103","G1100010007708",1,274,0,0,0,0,275
"G1100010007708104","G1100010007708",5,278,1,0,0,0,284
"G1100010007708105","G1100010007708",0,58,0,0,0,0,58
"G1100010007708106","G1100010007708",0,117,0,0,0,0,117
"G1100010007708107","G1100010007708",0,264,0,0,0,0,264
"G1100010007708108","G1100010007708",2,187,0,0,0,0,189
"G1100010007708201","G1100010007708",6,253,1,0,0,4,264
"G1100010007708202","G1100010007708",0,163,1,0,0,4,168
"G1100010007708203","G1100010007708",0,123,1,0,0,3,127
"G1100010007708204","G1100010007708",0,176,0,0,0,0,176
"G1100010007708205","G1100010007708",0,150,0,0,0,0,150
"G1100010007708206","G1100010007708",1,75,0,0,0,0,76
"G1100010007708207","G1100010007708",2,89,0,0,0,0,91
"G1100010007708208","G1100010007708",0,93,0,0,0,0,93
"G1100010007708209","G1100010007708",1,132,1,0,0,0,134
"G1100010007708210","G1100010007708",0,57,0,0,0,0,57
"G1100010007708211","G1100010007708",5,99,0,1,1,1,107
"G1100010007708212","G1100010007708",0,31,0,0,0,0,31
"G1100010007708213","G1100010007708",1,34,0,0,0,0,35
"G1100010007708214","G1100010007708",1,44,0,0,0,0,45
"G1100010007709301","G1100010007709",4,135,0,0,0,13,152
"G1100010007709304","G1100010007709",1,108,0,0,0,0,109
"G1100010007709309","G1100010007709",2,66,0,0,0,0,68
"G1100010007709310","G1100010007709",4,102,0,0,0,0,106
"G1100010007709317","G1100010007709",3,28,0,2,2,0,35
"G1100010007709318","G1100010007709",4,51,0,0,0,0,55
"G1100010007709401","G1100010007709",0,13,0,0,0,0,13
"G1100010007709402","G1100010007709",1,97,0,0,0,0,98
"G1100010007709403","G1100010007709",1,83,0,0,0,0,84
"G1100010007709405","G1100010007709",0,63,0,0,0,0,63
"G1100010007709406","G1100010007709",2,92,1,0,0,0,95
"G1100010007709407","G1100010007709",6,263,0,0,0,0,269
"G1100010007709408","G1100010007709",15,194,0,0,0,3,212
"G1100010007709409","G1100010007709",2,126,0,1,1,6,136
"G1100010007709410","G1100010007709",5,95,0,0,0,0,100
"G1100010007709501","G1100010007709",0,18,0,0,0,0,18
"G1100010007709503","G1100010007709",6,102,2,0,0,5,115
"G1100010007709504","G1100010007709",12,149,0,0,0,0,161
"G1100010007709505","G1100010007709",0,69,0,0,0,0,69
"G1100010007709506","G1100010007709",10,38,0,0,0,10,58
"G1100010007709508","G1100010007709",1,22,0,0,0,0,23
"G1100010007709509","G1100010007709",1,49,0,2,2,0,54
"G1100010007709510","G1100010007709",8,83,0,0,0,1,92
"G1100010007709511","G1100010007709",2,55,0,0,0,0,57
"G1100010007709512","G1100010007709",7,85,0,0,0,3,95
"G1100010007709513","G1100010007709",0,6,0,0,0,0,6
"G1100010007803102","G1100010007803",0,19,0,0,0,0,19
"G1100010007803103","G1100010007803",0,108,0,0,0,0,108
"G1100010007803104","G1100010007803",0,79,0,0,0,0,79
"G1100010007803105","G1100010007803",0,117,0,0,0,1,118
"G1100010007803107","G1100010007803",1,92,2,0,0,0,95
"G1100010007803108","G1100010007803",0,48,0,0,0,0,48
"G1100010007803110","G1100010007803",0,6,0,0,0,0,6
"G1100010007803111","G1100010007803",0,72,0,0,0,0,72
"G1100010007803201","G1100010007803",1,91,0,0,0,0,92
"G1100010007803202","G1100010007803",0,61,0,0,0,0,61
"G1100010007803203","G1100010007803",0,73,0,0,0,0,73
"G1100010007803204","G1100010007803",0,139,0,0,0,0,139
"G1100010007803205","G1100010007803",1,80,0,1,1,1,84
"G1100010007803206","G1100010007803",0,150,0,0,0,1,151
"G1100010007803207","G1100010007803",0,104,0,0,0,0,104
"G1100010007803208","G1100010007803",1,45,0,0,0,0,46
"G1100010007803301","G1100010007803",0,207,0,0,0,0,207
"G1100010007803302","G1100010007803",0,92,0,0,0,0,92
"G1100010007803303","G1100010007803",0,34,0,0,0,0,34
"G1100010007803304","G1100010007803",0,32,0,0,0,0,32
"G1100010007803305","G1100010007803",0,31,0,0,0,0,31
"G1100010007803306","G1100010007803",0,22,0,0,0,0,22
"G1100010007803307","G1100010007803",0,89,0,1,1,0,91
"G1100010007803308","G1100010007803",0,45,0,0,0,0,45
"G1100010007803309","G1100010007803",1,82,0,0,0,0,83
"G1100010007803310","G1100010007803",0,44,0,0,0,0,44
"G1100010007803311","G1100010007803",0,3,0,0,0,0,3
"G1100010007803321","G1100010007803",1,34,0,0,0,1,36
"G1100010007803401","G1100010007803",4,582,1,0,0,2,589
"G1100010007803402","G1100010007803",0,89,0,0,0,1,90
"G1100010007803403","G1100010007803",0,158,0,0,0,0,158
"G1100010007803404","G1100010007803",3,132,0,0,0,0,135
"G1100010007803405","G1100010007803",0,215,0,0,0,1,216
"G1100010007803406","G1100010007803",0,173,0,2,2,0,177
"G1100010007803407","G1100010007803",0,193,1,0,0,0,194
"G1100010007803501","G1100010007803",2,197,3,0,0,0,202
"G1100010007803502","G1100010007803",0,4,0,0,0,0,4
"G1100010007803503","G1100010007803",0,138,0,0,0,1,139
"G1100010007803506","G1100010007803",0,114,0,0,0,9,123
"G1100010007803508","G1100010007803",0,36,0,0,0,0,36
"G1100010007804101","G1100010007804",22,283,0,1,1,0,307
"G1100010007804102","G1100010007804",0,6,1,0,0,0,7
"G1100010007804103","G1100010007804",0,50,1,0,0,0,51
"G1100010007804104","G1100010007804",0,50,0,0,0,0,50
"G1100010007804105","G1100010007804",0,48,1,1,1,0,51
"G1100010007804106","G1100010007804",0,6,0,0,0,0,6
"G1100010007804107","G1100010007804",0,50,0,0,0,1,51
"G1100010007804201","G1100010007804",0,274,0,0,0,0,274
"G1100010007804202","G1100010007804",1,369,0,0,0,3,373
"G1100010007804203","G1100010007804",1,7,0,0,0,0,8
"G1100010007804204","G1100010007804",0,328,0,0,0,0,328
"G1100010007804205","G1100010007804",0,204,0,0,0,0,204
"G1100010007804206","G1100010007804",0,233,0,0,0,0,233
"G1100010007804207","G1100010007804",0,179,0,0,0,0,179
"G1100010007804208","G1100010007804",1,54,0,0,0,0,55
"G1100010007804209","G1100010007804",0,58,0,0,0,0,58
"G1100010007804210","G1100010007804",0,85,2,0,0,12,99
"G1100010007804211","G1100010007804",1,94,0,0,0,0,95
"G1100010007804301","G1100010007804",0,4,0,0,0,0,4
"G1100010007804302","G1100010007804",0,13,0,0,0,0,13
"G1100010007804303","G1100010007804",0,5,0,0,0,0,5
"G1100010007804304","G1100010007804",0,50,0,0,0,0,50
"G1100010007804305","G1100010007804",1,80,0,0,0,0,81
"G1100010007804306","G1100010007804",0,43,0,0,0,0,43
"G1100010007804307","G1100010007804",3,26,0,0,0,0,29
"G1100010007804308","G1100010007804",0,14,0,0,0,0,14
"G1100010007804401","G1100010007804",0,40,0,0,0,0,40
"G1100010007804402","G1100010007804",1,73,0,0,0,0,74
"G1100010007804403","G1100010007804",0,84,0,0,0,0,84
"G1100010007804404","G1100010007804",0,48,2,0,0,0,50
"G1100010007804405","G1100010007804",0,17,0,0,0,0,17
"G1100010007804406","G1100010007804",0,45,0,1,1,0,47
"G1100010007804407","G1100010007804",0,90,0,0,0,0,90
"G1100010007804408","G1100010007804",0,46,0,0,0,0,46
"G1100010007804409","G1100010007804",0,37,0,0,0,0,37
"G1100010007804410","G1100010007804",0,58,0,0,0,0,58
"G1100010007804501","G1100010007804",0,81,0,0,0,0,81
"G1100010007804503","G1100010007804",1,130,4,0,0,1,136
"G1100010007804504","G1100010007804",0,26,0,0,0,0,26
"G1100010007804505","G1100010007804",2,164,0,0,0,0,166
"G1100010007804508","G1100010007804",0,5,0,0,0,0,5
"G1100010007807104","G1100010007807",2,184,1,0,0,0,187
"G1100010007807107","G1100010007807",1,97,0,2,2,0,102
"G1100010007807111","G1100010007807",0,119,3,0,0,12,134
"G1100010007807112","G1100010007807",0,90,0,0,0,3,93
"G1100010007807120","G1100010007807",0,12,0,0,0,0,12
"G1100010007807121","G1100010007807",0,25,0,0,0,0,25
"G1100010007807201","G1100010007807",3,54,0,0,0,1,58
"G1100010007807202","G1100010007807",0,93,0,0,0,0,93
"G1100010007807203","G1100010007807",1,101,0,0,0,0,102
"G1100010007807204","G1100010007807",0,55,0,0,0,0,55
"G1100010007807205","G1100010007807",3,177,2,0,0,0,182
"G1100010007807207","G1100010007807",0,53,0,0,0,0,53
"G1100010007807208","G1100010007807",0,67,0,0,0,0,67
"G1100010007807301","G1100010007807",1,38,0,0,0,0,39
"G1100010007807302","G1100010007807",1,102,0,0,0,0,103
"G1100010007807401","G1100010007807",2,80,0,0,0,0,82
"G1100010007807402","G1100010007807",0,8,0,0,0,0,8
"G1100010007807403","G1100010007807",0,79,0,0,0,6,85
"G1100010007807404","G1100010007807",0,32,0,0,0,0,32
"G1100010007807405","G1100010007807",0,96,0,0,0,0,96
"G1100010007807407","G1100010007807",0,114,0,0,0,0,114
"G1100010007807408","G1100010007807",0,474,4,0,0,13,491
"G1100010007808101","G1100010007808",0,8,0,2,2,0,12
"G1100010007808102","G1100010007808",0,147,0,0,0,1,148
"G1100010007808103","G1100010007808",0,80,0,0,0,0,80
"G1100010007808104","G1100010007808",0,97,1,0,0,4,102
"G1100010007808106","G1100010007808",1,121,0,0,0,0,122
"G1100010007808107","G1100010007808",0,65,0,0,0,0,65
"G1100010007808108","G1100010007808",1,31,0,0,0,0,32
"G1100010007808201","G1100010007808",0,24,0,0,0,0,24
"G1100010007808202","G1100010007808",0,82,0,0,0,0,82
"G1100010007808203","G1100010007808",0,83,0,0,0,0,83
"G1100010007808204","G1100010007808",1,94,0,0,0,0,95
"G1100010007808205","G1100010007808",2,41,0,0,0,1,44
"G1100010007808206","G1100010007808",0,30,0,0,0,0,30
"G1100010007808207","G1100010007808",0,64,0,0,0,0,64
"G1100010007808208","G1100010007808",0,57,0,0,0,4,61
"G1100010007808209","G1100010007808",1,464,0,5,5,3,478
"G1100010007808210","G1100010007808",0,406,2,0,0,0,408
"G1100010007808301","G1100010007808",0,24,0,0,0,0,24
"G1100010007808302","G1100010007808",1,52,0,0,0,0,53
"G1100010007808303","G1100010007808",0,13,0,0,0,0,13
"G1100010007808304","G1100010007808",0,38,0,2,2,0,42
"G1100010007808305","G1100010007808",2,349,3,0,0,0,354
"G1100010007808307","G1100010007808",0,108,0,0,0,7,115
"G1100010007808308","G1100010007808",0,87,0,0,0,0,87
"G1100010007808309","G1100010007808",0,142,0,1,1,1,145
"G1100010007808310","G1100010007808",0,157,0,0,0,4,161
"G1100010007808311","G1100010007808",0,74,0,0,0,0,74
"G1100010007808401","G1100010007808",0,161,0,0,0,0,161
"G1100010007808402","G1100010007808",1,167,1,0,0,0,169
"G1100010007808403","G1100010007808",0,97,0,0,0,0,97
"G1100010007808404","G1100010007808",0,153,0,0,0,0,153
"G1100010007808405","G1100010007808",2,485,0,0,0,1,488
"G1100010007808406","G1100010007808",0,106,0,0,0,1,107
"G1100010007808407","G1100010007808",0,2,0,0,0,0,2
"G1100010007808409","G1100010007808",0,84,0,0,0,0,84
"G1100010007808502","G1100010007808",0,43,0,0,0,0,43
"G1100010007808503","G1100010007808",1,132,0,0,0,0,133
"G1100010007808504","G1100010007808",0,93,0,0,0,0,93
"G1100010007808505","G1100010007808",0,106,2,0,0,0,108
"G1100010007808506","G1100010007808",0,84,1,0,0,0,85
"G1100010007808507","G1100010007808",0,49,0,0,0,0,49
"G1100010007809301","G1100010007809",0,86,0,0,0,0,86
"G1100010007809302","G1100010007809",0,309,0,0,0,0,309
"G1100010007809303","G1100010007809",2,236,0,0,0,4,242
"G1100010007809304","G1100010007809",0,99,0,0,0,0,99
"G1100010007809305","G1100010007809",2,178,0,0,0,0,180
"G1100010007809306","G1100010007809",0,182,0,0,0,0,182
"G1100010007809307","G1100010007809",0,159,0,0,0,0,159
"G1100010007809308","G1100010007809",2,530,1,1,1,0,535
"G1100010007809401","G1100010007809",1,71,0,0,0,0,72
"G1100010007809402","G1100010007809",0,87,0,0,0,0,87
"G1100010007809403","G1100010007809",0,52,0,0,0,0,52
"G1100010007809404","G1100010007809",0,65,0,0,0,0,65
"G1100010007809405","G1100010007809",0,65,0,0,0,0,65
"G1100010007809406","G1100010007809",0,116,0,0,0,0,116
"G1100010007809407","G1100010007809",1,80,0,0,0,2,83
"G1100010007809408","G1100010007809",1,75,0,0,0,0,76
"G1100010007809409","G1100010007809",0,153,0,0,0,0,153
"G1100010007809701","G1100010007809",0,39,0,0,0,0,39
"G1100010007809702","G1100010007809",0,48,0,0,0,2,50
